Radius
4.77409
6.02782
6.02782
4.65202
1.71747
1.73397
2.71187
3.17516
4.26559
4.28794
3.39367
3.39367
3.39367
3.39367
3.39367
1.74956
3.70052
4.57385
4.57385
4.57385
1.70527
1.70527
2.49622
2.49622
2.92805
2.92805
5.48269
7.78655
7.84476
7.84476
6.46068
7.34613
4.2196
2.12904
5.28399
5.28399
4.63627
4.63627
4.63627
4.63627
5.13858
5.83298
7.14629
7.14629
5.67547
5.67547
5.67547
7.8106
7.8106
8.06686
9.07482
8.7736
9.2915
9.50958
11.2942
10.0284
10.0284
9.86251
9.86251
9.86251
9.86251
9.86251
7.8658
9.54897
9.54897
10.761
10.761
10.6072
10.4048
10.4048
10.4048
7.79563
8.04629
7.73738
7.73738
7.73738
7.73738
7.50145
7.50145
6.13499
5.15432
5.15432
5.15432
7.20279
7.20279
5.14033
2.90195
2.90195
2.90195
2.90195
4.71941
3.75513
3.75513
5.22828
5.22828
5.22828
4.13796
4.55619
4.35737
5.77919
5.77919
5.77919
4.38929
5.27308
6.53632
6.53632
7.27907
7.27907
6.58582
3.74232
3.18585
3.18585
3.18585
3.18585
4.00342
4.00342
4.00342
5.17794
5.87216
5.87216
3.59592
3.59592
1.50323
1.50323
1.50323
2.56737
2.56737
2.0186
2.0186
4.80417
5.57056
4.40969
4.40969
4.40969
4.40969
4.40969
4.40969
7.46863
8.47905
6.99535
6.99535
5.67453
2.49599
2.49599
6.10457
6.89613
6.89613
6.89613
7.80695
6.1338
3.83263
4.12234
4.15728
4.15728
4.15728
4.15728
2.3287
2.80504
2.80504
5.13615
5.13615
5.13615
5.13615
5.13615
5.13615
4.16752
5.04527
5.04527
7.87637
7.15034
7.15034
7.15034
7.10991
7.10991
4.79847
5.84813
5.84813
4.44642
4.44642
4.44642
4.44642
4.44642
4.05886
4.05886
4.05886
2.82973
2.82973
2.82973
4.69616
4.69616
4.69616
1.99913
1.99913
3.3861
3.3861
3.3861
3.3861
2.53299
2.53299
2.53299
2.53299
2.53299
2.53299
2.53299
2.53299
2.53299
2.53299
3.16613
3.16613
3.16613
5.66548
5.66548
4.60167
4.08632
4.08632
4.08632
5.17234
5.17234
5.17234
5.17234
5.17234
3.15849
1.92822
1.92822
4.92575
4.08966
4.08966
4.08966
4.08966
4.08966
4.08966
6.86142
4.14946
4.4591
4.63101
5.02592
3.86687
3.86687
5.37384
3.57774
3.57774
3.57774
3.57774
3.57774
5.67516
5.67516
5.67516
4.89929
2.48953
2.48953
2.48953
2.06131
3.22013
4.32683
3.86289
3.54103
5.07571
5.07571
4.53674
4.53674
4.53674
7.36357
8.44302
8.44302
7.77704
7.77704
8.16461
8.73748
6.35055
5.15622
6.23049
7.37776
7.37776
5.69047
4.1889
4.1889
4.1889
4.1889
4.1889
4.67563
4.67563
4.67563
1.81756
1.81756
1.81756
1.81756
1.81756
0.96431
3.5098
5.57999
5.12373
6.93978
3.59719
3.59719
3.59719
3.59719
3.59719
3.59719
3.59719
4.26393
4.19622
4.19622
5.9502
4.43772
4.43772
4.77341
3.78107
2.96098
2.96098
3.78427
3.78427
1.63138
1.63138
2.18404
3.10744
3.10744
3.10744
1.08404
1.08404
1.08404
2.39842
2.39842
2.39842
2.42143
2.42143
4.52725
4.01061
4.01061
4.01061
4.0852
4.0852
5.23564
5.31569
5.31569
5.31569
4.27374
4.27374
4.27374
4.93154
2.64321
5.1018
5.1018
5.83714
5.83714
3.68699
3.68699
3.7501
3.7501
3.7501
5.22961
5.4607
3.55901
3.55901
4.84385
4.84385
4.84385
4.84385
6.58311
6.58311
6.54412
6.31908
6.31908
8.29858
8.29858
8.29858
7.24578
9.37387
9.37387
9.76442
11.9657
11.9657
10.2767
8.56564
7.21332
7.21332
7.21332
7.21332
7.21332
7.21332
8.57672
9.71827
9.71827
8.11758
8.11758
10.3239
10.3239
9.09802
9.09802
8.04853
8.04853
8.04853
7.7947
5.69673
5.69673
4.51925
4.51925
2.23788
2.23788
2.23788
4.44478
3.09476
3.09476
3.09476
3.09476
3.09476
6.50521
7.32758
8.27734
6.11613
7.20352
8.21601
8.7783
9.87133
10.7793
12.2037
11.8078
10.4433
11.4982
10.4669
10.4669
10.4669
10.2051
10.9654
10.7704
10.7704
10.3816
10.3816
10.1852
10.1852
8.72261
7.42811
5.46396
6.06625
6.06625
6.69619
7.00909
7.12012
7.78631
9.5174
11.9589
11.4225
11.4225
10.1265
7.75428
7.75428
7.75428
8.77389
9.3504
6.83374
4.16363
4.63619
2.59141
2.90599
4.22533
4.22533
2.31915
2.31915
2.31915
2.31915
2.39598
2.39598
2.39598
2.39598
5.45444
4.88091
4.88091
4.88091
2.32126
2.32126
2.79762
2.26671
2.26671
2.26671
3.24386
3.24386
3.24386
5.63164
8.8562
8.8562
8.8562
10.7424
9.27405
9.27405
9.27405
8.09247
6.83676
7.83725
7.83725
9.72258
9.72258
9.06931
10.101
13.7714
14.3556
12.7576
12.9181
12.9181
12.3777
13.7145
10.1294
9.72896
9.28413
7.8956
5.5641
5.62369
5.62369
5.62369
5.62369
6.20856
5.09148
7.76361
7.55914
7.55914
8.48558
7.29598
6.6972
5.54667
5.54667
7.78058
7.78058
7.78058
7.78058
7.98801
8.15356
8.15356
8.15356
7.89028
9.36066
9.36066
10.1085
10.1085
9.85064
9.20058
8.79162
6.86921
6.86921
7.88342
7.88342
5.64289
6.04965
6.04965
8.19525
6.41087
3.01854
3.01854
3.01854
5.08852
5.08852
5.08852
5.08852
5.08852
5.08852
5.53776
5.53776
5.02101
5.02101
4.44048
4.44048
6.72823
4.22288
4.22288
4.58384
3.80562
5.27172
5.27172
3.52491
2.8727
2.8727
2.8727
2.8727
2.8727
5.50969
2.89504
3.97374
3.97374
3.89021
3.89021
3.89021
5.13747
4.64648
4.64648
3.34944
3.34944
3.34944
3.34944
3.34944
3.34944
3.34944
3.40334
3.40334
3.40334
3.40334
1.56918
1.56918
4.27533
4.27533
4.27533
4.27533
6.38265
6.38265
4.46612
4.46612
4.46612
4.22763
6.06757
6.06757
6.43674
5.47082
5.55666
7.58965
9.20303
8.31144
5.9696
7.24027
5.36824
5.36824
5.36824
5.36824
5.36824
6.25819
6.25819
6.25819
7.18136
7.18136
7.18136
6.96351
7.4882
7.4882
7.4882
6.73639
5.22361
5.22361
4.90774
5.90037
3.66029
2.26024
2.26024
2.26024
2.26024
3.22211
3.22211
3.22211
4.54461
4.54461
2.30018
2.30018
2.30018
2.30018
4.30214
6.61887
6.61887
6.61887
6.61887
6.61887
6.7511
6.7511
7.03153
7.03153
7.03153
7.03153
5.33721
6.07252
6.45944
3.29375
3.29375
3.29375
3.29375
3.29375
3.29375
3.29375
3.29375
3.29375
3.29375
3.0492
3.0492
4.40774
5.88145
5.88145
5.88145
4.74527
3.66746
3.66746
3.66746
3.31534
4.65032
4.65032
3.83176
3.83176
3.83176
3.83176
3.83176
3.83176
3.83176
3.83176
3.83176
3.83176
3.83176
3.83176
3.83176
3.8271
3.8271
3.8271
5.25007
5.25007
4.79787
5.75892
5.75892
6.6847
5.75273
4.65517
5.32211
5.32211
5.32211
5.10027
5.10027
5.14798
3.23612
1.24638
3.5023
3.5023
3.5023
1.25501
1.35467
1.35467
3.11955
1.05605
1.05605
