#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        5534       -0.36   -0.462103  0.00171197
        5535        -0.6   -0.462128  0.00171184
        5536       -0.44   -0.462124  0.00171153
        5537       -0.44    -0.46212  0.00171123
        5538        -0.2   -0.462073  0.00171158
        5539        -0.6   -0.462098  0.00171145
        5540       -0.36   -0.462079  0.00171124
        5541       -0.52    -0.46209  0.00171096
        5542       -0.52     -0.4621  0.00171068
        5543       -0.44   -0.462096  0.00171038
        5544       -0.76    -0.46215  0.00171092
        5545       -0.44   -0.462146  0.00171061
        5546       -0.36   -0.462128   0.0017104
        5547       -0.68   -0.462167  0.00171054
        5548       -0.68   -0.462206  0.00171069
        5549       -0.68   -0.462245  0.00171083
        5550       -0.44   -0.462241  0.00171053
        5551        -0.6   -0.462266   0.0017104
        5552       -0.52   -0.462277  0.00171012
        5553       -0.68   -0.462316  0.00171026
        5554       -0.44   -0.462312  0.00170996
        5555       -0.44   -0.462308  0.00170966
        5556        -0.6   -0.462333  0.00170953
        5557       -0.68   -0.462372  0.00170967
        5558       -0.52   -0.462382  0.00170939
        5559        -0.6   -0.462407  0.00170926
        5560        -0.6   -0.462432  0.00170914
        5561       -0.44   -0.462428  0.00170883
        5562        -0.2    -0.46238  0.00170918
        5563       -0.36   -0.462362  0.00170897
        5564        -0.2   -0.462315  0.00170931
        5565       -0.44   -0.462311  0.00170901
        5566       -0.68    -0.46235  0.00170915
        5567       -0.52    -0.46236  0.00170887
        5568       -0.44   -0.462356  0.00170857
        5569       -0.36   -0.462338  0.00170836
        5570       -0.44   -0.462334  0.00170806
        5571       -0.28   -0.462301  0.00170807
        5572       -0.52   -0.462312  0.00170779
        5573       -0.52   -0.462322  0.00170752
        5574       -0.52   -0.462332  0.00170724
        5575       -0.44   -0.462328  0.00170694
        5576       -0.44   -0.462324  0.00170664
        5577       -0.44    -0.46232  0.00170634
        5578       -0.36   -0.462302  0.00170613
        5579       -0.36   -0.462284  0.00170593
        5580       -0.44    -0.46228  0.00170562
        5581       -0.44   -0.462276  0.00170532
        5582        -0.2   -0.462229  0.00170567
        5583       -0.52   -0.462239  0.00170539
        5584       -0.44   -0.462235  0.00170509
        5585       -0.52   -0.462245  0.00170482
        5586       -0.52   -0.462256  0.00170454
        5587       -0.36   -0.462237  0.00170434
        5588       -0.28   -0.462205  0.00170434
        5589        -0.6   -0.462229  0.00170422
        5590        -0.6   -0.462254  0.00170409
        5591       -0.52   -0.462264  0.00170382
        5592       -0.68   -0.462303  0.00170396
        5593       -0.44   -0.462299  0.00170366
        5594       -0.52    -0.46231  0.00170338
        5595       -0.36   -0.462291  0.00170318
        5596       -0.36   -0.462273  0.00170297
        5597       -0.76   -0.462326   0.0017035
        5598       -0.68   -0.462365  0.00170364
        5599        -0.6    -0.46239  0.00170351
        5600        -0.6   -0.462414  0.00170338
        5601       -0.44    -0.46241  0.00170308
        5602        -0.6   -0.462435  0.00170296
        5603       -0.44   -0.462431  0.00170266
        5604       -0.36   -0.462413  0.00170245
        5605       -0.52   -0.462423  0.00170218
        5606       -0.36   -0.462405  0.00170197
        5607        -0.2   -0.462358  0.00170231
        5608       -0.52   -0.462368  0.00170204
        5609       -0.52   -0.462378  0.00170177
        5610       -0.52   -0.462389  0.00170149
        5611        -0.6   -0.462413  0.00170137
        5612        -0.6   -0.462438  0.00170124
        5613       -0.52   -0.462448  0.00170097
        5614       -0.28   -0.462415  0.00170098
        5615       -0.44   -0.462411  0.00170068
        5616       -0.52   -0.462422  0.00170041
        5617       -0.44   -0.462418  0.00170011
        5618       -0.36   -0.462399   0.0016999
        5619       -0.52    -0.46241  0.00169963
        5620        -0.6   -0.462434  0.00169951
        5621        -0.6   -0.462459  0.00169938
        5622       -0.44   -0.462455  0.00169908
        5623       -0.52   -0.462465  0.00169881
        5624        -0.6   -0.462489  0.00169869
        5625       -0.52     -0.4625  0.00169841
        5626       -0.52    -0.46251  0.00169814
        5627       -0.44   -0.462506  0.00169785
        5628       -0.28   -0.462473  0.00169785
        5629       -0.44   -0.462469  0.00169756
        5630        -0.6   -0.462494  0.00169743
        5631       -0.68   -0.462532  0.00169757
        5632       -0.52   -0.462543   0.0016973
        5633       -0.52   -0.462553  0.00169703
        5634        -0.6   -0.462577   0.0016969
        5635       -0.44   -0.462573  0.00169661
        5636       -0.52   -0.462583  0.00169633
        5637       -0.28   -0.462551  0.00169634
        5638       -0.36   -0.462533  0.00169614
        5639       -0.44   -0.462529  0.00169584
        5640       -0.44   -0.462525  0.00169555
        5641        -0.6   -0.462549  0.00169542
        5642       -0.68   -0.462588  0.00169556
        5643       -0.52   -0.462598  0.00169529
        5644       -0.28   -0.462566   0.0016953
        5645       -0.44   -0.462562    0.001695
        5646       -0.44   -0.462558  0.00169471
        5647       -0.52   -0.462568  0.00169444
        5648       -0.44   -0.462564  0.00169414
        5649       -0.36   -0.462546  0.00169394
        5650       -0.28   -0.462513  0.00169395
        5651        -0.6   -0.462538  0.00169382
        5652       -0.52   -0.462548  0.00169355
        5653       -0.52   -0.462558  0.00169328
        5654        -0.6   -0.462582  0.00169316
        5655       -0.36   -0.462564  0.00169296
        5656        -0.6   -0.462588  0.00169283
        5657       -0.44   -0.462584  0.00169254
        5658       -0.36   -0.462566  0.00169234
        5659       -0.44   -0.462562  0.00169204
        5660        -0.6   -0.462587  0.00169192
        5661        -0.6   -0.462611  0.00169179
        5662       -0.52   -0.462621  0.00169152
        5663       -0.44   -0.462617  0.00169123
        5664        -0.6   -0.462641   0.0016911
        5665       -0.52   -0.462651  0.00169084
        5666       -0.52   -0.462661  0.00169057
        5667        -0.6   -0.462686  0.00169044
        5668       -0.36   -0.462668  0.00169024
        5669        -0.2   -0.462621  0.00169058
        5670       -0.36   -0.462603  0.00169038
        5671       -0.36   -0.462585  0.00169018
        5672        -0.6   -0.462609  0.00169005
        5673       -0.52   -0.462619  0.00168978
        5674       -0.52    -0.46263  0.00168952
        5675        -0.6   -0.462654  0.00168939
        5676       -0.36   -0.462636  0.00168919
        5677        -0.6    -0.46266  0.00168907
        5678        -0.6   -0.462684  0.00168894
        5679       -0.52   -0.462694  0.00168868
        5680       -0.52   -0.462704  0.00168841
        5681       -0.52   -0.462714  0.00168814
        5682       -0.36   -0.462696  0.00168794
        5683       -0.44   -0.462692  0.00168765
        5684       -0.36   -0.462674  0.00168745
        5685       -0.44    -0.46267  0.00168716
        5686        -0.6   -0.462694  0.00168703
        5687        -0.6   -0.462718  0.00168691
        5688        -0.6   -0.462743  0.00168679
        5689        -0.6   -0.462767  0.00168666
        5690       -0.68   -0.462805   0.0016868
        5691        -0.6   -0.462829  0.00168667
        5692       -0.36   -0.462811  0.00168647
        5693       -0.28   -0.462779  0.00168648
        5694       -0.52   -0.462789  0.00168622
        5695       -0.44   -0.462785  0.00168593
        5696       -0.44   -0.462781  0.00168563
        5697       -0.52   -0.462791  0.00168537
        5698       -0.52   -0.462801   0.0016851
        5699       -0.36   -0.462783   0.0016849
        5700       -0.52   -0.462793  0.00168464
        5701       -0.52   -0.462803  0.00168437
        5702        -0.6   -0.462827  0.00168425
        5703       -0.36   -0.462809  0.00168405
        5704       -0.28   -0.462777  0.00168406
        5705       -0.44   -0.462773  0.00168377
        5706       -0.68   -0.462811   0.0016839
        5707        -0.6   -0.462835  0.00168378
        5708       -0.52   -0.462845  0.00168352
        5709       -0.44   -0.462841  0.00168323
        5710       -0.28   -0.462809  0.00168323
        5711        -0.6   -0.462833  0.00168311
        5712       -0.44   -0.462829  0.00168282
        5713       -0.52   -0.462839  0.00168256
        5714       -0.28   -0.462807  0.00168257
        5715        -0.2   -0.462761   0.0016829
        5716       -0.36   -0.462743   0.0016827
        5717       -0.52   -0.462753  0.00168244
        5718       -0.44   -0.462749  0.00168215
        5719       -0.44   -0.462745  0.00168186
        5720       -0.52   -0.462755  0.00168159
        5721       -0.52   -0.462765  0.00168133
        5722       -0.68   -0.462803  0.00168147
        5723       -0.52   -0.462813   0.0016812
        5724       -0.44   -0.462809  0.00168091
        5725       -0.44   -0.462805  0.00168062
        5726       -0.52   -0.462815  0.00168036
        5727        -0.6   -0.462839  0.00168024
        5728       -0.36   -0.462821  0.00168004
        5729       -0.44   -0.462817  0.00167975
        5730       -0.36   -0.462799  0.00167955
        5731        -0.6   -0.462823  0.00167943
        5732        -0.6   -0.462847  0.00167931
        5733       -0.44   -0.462843  0.00167902
        5734       -0.44   -0.462839  0.00167873
        5735       -0.28   -0.462807  0.00167874
        5736       -0.44   -0.462803  0.00167845
        5737       -0.52   -0.462813  0.00167819
        5738        -0.2   -0.462768  0.00167852
        5739       -0.36    -0.46275  0.00167833
        5740       -0.44   -0.462746  0.00167804
        5741        -0.6    -0.46277  0.00167792
        5742       -0.68   -0.462807  0.00167805
        5743       -0.68   -0.462845  0.00167819
        5744       -0.44   -0.462841   0.0016779
        5745       -0.28   -0.462809  0.00167791
        5746       -0.28   -0.462778  0.00167792
        5747        -0.6   -0.462801  0.00167779
        5748       -0.44   -0.462797  0.00167751
        5749       -0.44   -0.462794  0.00167722
        5750       -0.36   -0.462776  0.00167702
        5751        -0.6     -0.4628   0.0016769
        5752       -0.52   -0.462809  0.00167664
        5753       -0.36   -0.462792  0.00167644
        5754       -0.28    -0.46276  0.00167645
        5755       -0.44   -0.462756  0.00167617
        5756       -0.44   -0.462752  0.00167588
        5757       -0.44   -0.462748  0.00167559
        5758       -0.44   -0.462744  0.00167531
        5759        -0.6   -0.462768  0.00167519
        5760       -0.52   -0.462778  0.00167492
        5761       -0.36    -0.46276  0.00167473
        5762       -0.44   -0.462756  0.00167444
        5763       -0.28   -0.462724  0.00167445
        5764       -0.68   -0.462762  0.00167459
        5765       -0.52   -0.462772  0.00167433
        5766       -0.36   -0.462754  0.00167413
        5767        -0.2   -0.462709  0.00167446
        5768       -0.52   -0.462718   0.0016742
        5769       -0.52   -0.462728  0.00167394
        5770       -0.44   -0.462724  0.00167365
        5771       -0.52   -0.462734  0.00167339
        5772       -0.52   -0.462744  0.00167313
        5773       -0.44    -0.46274  0.00167285
        5774       -0.44   -0.462736  0.00167256
        5775       -0.52   -0.462746   0.0016723
        5776       -0.44   -0.462742  0.00167202
        5777       -0.44   -0.462738  0.00167173
        5778        -0.6   -0.462762  0.00167161
        5779        -0.6   -0.462786  0.00167149
        5780       -0.44   -0.462782  0.00167121
        5781       -0.52   -0.462792  0.00167095
        5782       -0.52   -0.462802  0.00167069
        5783       -0.44   -0.462798   0.0016704
        5784       -0.36    -0.46278  0.00167021
        5785       -0.28   -0.462748  0.00167022
        5786       -0.12   -0.462689  0.00167098
        5787       -0.44   -0.462685   0.0016707
        5788        -0.6   -0.462709  0.00167057
        5789        -0.6   -0.462733  0.00167045
        5790       -0.52   -0.462743   0.0016702
        5791       -0.28   -0.462711  0.00167021
        5792       -0.52   -0.462721  0.00166995
        5793       -0.52   -0.462731  0.00166969
        5794       -0.36   -0.462713  0.00166949
        5795       -0.52   -0.462723  0.00166923
        5796        -0.6   -0.462747  0.00166911
        5797       -0.36   -0.462729  0.00166892
        5798       -0.28   -0.462697  0.00166893
        5799        -0.6   -0.462721  0.00166881
        5800       -0.28    -0.46269  0.00166882
        5801       -0.44   -0.462686  0.00166854
        5802       -0.28   -0.462654  0.00166855
        5803       -0.36   -0.462637  0.00166835
        5804       -0.44   -0.462633  0.00166807
        5805       -0.36   -0.462615  0.00166788
        5806        -0.6   -0.462639  0.00166776
        5807        -0.6   -0.462662  0.00166764
        5808       -0.52   -0.462672  0.00166738
        5809       -0.44   -0.462668   0.0016671
        5810       -0.52   -0.462678  0.00166684
        5811        -0.6   -0.462702  0.00166672
        5812       -0.36   -0.462684  0.00166653
        5813       -0.36   -0.462666  0.00166633
        5814       -0.44   -0.462663  0.00166605
        5815       -0.36   -0.462645  0.00166586
        5816       -0.36   -0.462627  0.00166567
        5817       -0.28   -0.462596  0.00166567
        5818        -0.2   -0.462551    0.001666
        5819       -0.44   -0.462547  0.00166572
        5820        -0.6    -0.46257   0.0016656
        5821       -0.12   -0.462512  0.00166635
        5822       -0.44   -0.462508  0.00166607
        5823       -0.52   -0.462518  0.00166581
        5824       -0.52   -0.462527  0.00166556
        5825       -0.52   -0.462537   0.0016653
        5826       -0.36    -0.46252  0.00166511
        5827       -0.52    -0.46253  0.00166485
        5828        -0.6   -0.462553  0.00166473
        5829        -0.6   -0.462577  0.00166461
        5830       -0.68   -0.462614  0.00166475
        5831        -0.6   -0.462638  0.00166463
        5832       -0.52   -0.462647  0.00166437
        5833       -0.68   -0.462685   0.0016645
        5834       -0.68   -0.462722  0.00166463
        5835       -0.44   -0.462718  0.00166435
        5836       -0.52   -0.462728   0.0016641
        5837       -0.44   -0.462724  0.00166382
        5838        -0.2   -0.462679  0.00166414
        5839       -0.44   -0.462675  0.00166386
        5840       -0.44   -0.462671  0.00166358
        5841       -0.36   -0.462654  0.00166339
        5842       -0.44    -0.46265  0.00166311
        5843        -0.2   -0.462605  0.00166343
        5844       -0.36   -0.462587  0.00166324
        5845       -0.36    -0.46257  0.00166305
        5846       -0.52    -0.46258  0.00166279
        5847       -0.52   -0.462589  0.00166254
        5848       -0.36   -0.462572  0.00166234
        5849       -0.36   -0.462554  0.00166215
        5850       -0.28   -0.462523  0.00166216
        5851       -0.28   -0.462492  0.00166217
        5852       -0.28   -0.462461  0.00166218
        5853       -0.36   -0.462443  0.00166199
        5854        -0.2   -0.462398  0.00166231
        5855       -0.44   -0.462395  0.00166203
        5856       -0.44   -0.462391  0.00166175
        5857       -0.52   -0.462401  0.00166149
        5858       -0.44   -0.462397  0.00166121
        5859       -0.44   -0.462393  0.00166093
        5860       -0.44   -0.462389  0.00166066
        5861       -0.68   -0.462426  0.00166079
        5862       -0.76   -0.462477  0.00166128
        5863       -0.36   -0.462459  0.00166109
        5864       -0.36   -0.462442   0.0016609
        5865       -0.52   -0.462452  0.00166064
        5866       -0.52   -0.462462  0.00166039
        5867        -0.6   -0.462485  0.00166027
        5868       -0.68   -0.462522   0.0016604
        5869       -0.52   -0.462532  0.00166015
        5870       -0.28   -0.462501  0.00166016
        5871       -0.44   -0.462497  0.00165988
        5872        -0.6    -0.46252  0.00165976
        5873       -0.52    -0.46253  0.00165951
        5874       -0.44   -0.462526  0.00165923
        5875       -0.36   -0.462509  0.00165904
        5876       -0.36   -0.462491  0.00165885
        5877       -0.36   -0.462474  0.00165866
        5878       -0.52   -0.462484   0.0016584
        5879       -0.44    -0.46248  0.00165813
        5880       -0.44   -0.462476  0.00165785
        5881       -0.68   -0.462513  0.00165798
        5882        -0.2   -0.462469   0.0016583
        5883       -0.44   -0.462465  0.00165802
        5884       -0.44   -0.462461  0.00165774
        5885       -0.44   -0.462457  0.00165747
        5886       -0.44   -0.462453  0.00165719
        5887       -0.52   -0.462463  0.00165694
        5888       -0.44   -0.462459  0.00165666
        5889       -0.52   -0.462469  0.00165641
        5890       -0.52   -0.462479  0.00165615
        5891       -0.52   -0.462489   0.0016559
        5892       -0.44   -0.462485  0.00165562
        5893       -0.68   -0.462522  0.00165575
        5894       -0.36   -0.462504  0.00165557
        5895       -0.28   -0.462473  0.00165557
        5896       -0.44   -0.462469   0.0016553
        5897       -0.44   -0.462466  0.00165502
        5898       -0.36   -0.462448  0.00165483
        5899        -0.2   -0.462404  0.00165515
        5900       -0.28   -0.462373  0.00165516
        5901       -0.36   -0.462356  0.00165497
        5902       -0.68   -0.462392   0.0016551
        5903       -0.76   -0.462443  0.00165559
        5904       -0.68    -0.46248  0.00165571
        5905       -0.68   -0.462517  0.00165584
        5906       -0.52   -0.462526  0.00165559
        5907       -0.76   -0.462577  0.00165608
        5908        -0.6     -0.4626  0.00165596
        5909       -0.52    -0.46261  0.00165571
        5910       -0.52   -0.462619  0.00165546
        5911       -0.36   -0.462602  0.00165527
        5912       -0.52   -0.462612  0.00165502
        5913       -0.36   -0.462594  0.00165483
        5914       -0.36   -0.462577  0.00165464
        5915       -0.52   -0.462587  0.00165439
        5916       -0.52   -0.462596  0.00165414
        5917       -0.36   -0.462579  0.00165395
        5918       -0.36   -0.462562  0.00165376
        5919        -0.6   -0.462585  0.00165364
        5920        -0.6   -0.462608  0.00165353
        5921       -0.44   -0.462604  0.00165325
        5922       -0.28   -0.462573  0.00165326
        5923       -0.44    -0.46257  0.00165299
        5924       -0.52   -0.462579  0.00165273
        5925        -0.6   -0.462603  0.00165262
        5926       -0.44   -0.462599  0.00165234
        5927       -0.52   -0.462608  0.00165209
        5928        -0.6   -0.462632  0.00165198
        5929       -0.52   -0.462641  0.00165173
        5930        -0.6   -0.462664  0.00165161
        5931       -0.44   -0.462661  0.00165134
        5932       -0.76   -0.462711  0.00165182
        5933       -0.68   -0.462747  0.00165195
        5934       -0.52   -0.462757   0.0016517
        5935       -0.68   -0.462794  0.00165182
        5936       -0.44    -0.46279  0.00165155
        5937       -0.28   -0.462759  0.00165156
        5938       -0.52   -0.462769  0.00165131
        5939        -0.6   -0.462792  0.00165119
        5940        -0.6   -0.462815  0.00165108
        5941       -0.36   -0.462798  0.00165089
        5942       -0.44   -0.462794  0.00165062
        5943       -0.36   -0.462776  0.00165043
        5944       -0.36   -0.462759  0.00165024
        5945       -0.44   -0.462755  0.00164997
        5946       -0.68   -0.462792   0.0016501
        5947       -0.44   -0.462788  0.00164982
        5948       -0.36   -0.462771  0.00164964
        5949       -0.52    -0.46278  0.00164939
        5950       -0.44   -0.462776  0.00164911
        5951       -0.52   -0.462786  0.00164886
        5952       -0.44   -0.462782  0.00164859
        5953       -0.36   -0.462765  0.00164841
        5954       -0.52   -0.462775  0.00164816
        5955       -0.52   -0.462784  0.00164791
        5956       -0.44    -0.46278  0.00164764
        5957       -0.52    -0.46279  0.00164739
        5958       -0.28   -0.462759   0.0016474
        5959       -0.52   -0.462769  0.00164715
        5960       -0.36   -0.462752  0.00164696
        5961       -0.36   -0.462734  0.00164678
        5962       -0.68   -0.462771   0.0016469
        5963       -0.68   -0.462807  0.00164703
        5964       -0.52   -0.462817  0.00164678
        5965       -0.44   -0.462813  0.00164651
        5966       -0.36   -0.462796  0.00164632
        5967       -0.36   -0.462779  0.00164614
        5968       -0.52   -0.462788  0.00164589
        5969        -0.2   -0.462744   0.0016462
        5970       -0.36   -0.462727  0.00164602
        5971       -0.52   -0.462737  0.00164577
        5972       -0.36   -0.462719  0.00164558
        5973        -0.6   -0.462742  0.00164547
        5974       -0.52   -0.462752  0.00164522
        5975       -0.44   -0.462748  0.00164495
        5976        -0.6   -0.462771  0.00164483
        5977       -0.52   -0.462781  0.00164459
        5978       -0.28    -0.46275   0.0016446
        5979       -0.44   -0.462746  0.00164433
        5980       -0.28   -0.462716  0.00164433
        5981       -0.52   -0.462725  0.00164409
        5982       -0.28   -0.462695   0.0016441
        5983        -0.6   -0.462718  0.00164398
        5984       -0.44   -0.462714  0.00164371
        5985        -0.6   -0.462737   0.0016436
        5986       -0.52   -0.462746  0.00164335
        5987       -0.44   -0.462743  0.00164308
        5988        -0.6   -0.462766  0.00164297
        5989       -0.36   -0.462748  0.00164278
        5990       -0.68   -0.462785  0.00164291
        5991        -0.6   -0.462808  0.00164279
        5992       -0.44   -0.462804  0.00164252
        5993       -0.44     -0.4628  0.00164225
        5994       -0.36   -0.462783  0.00164207
        5995       -0.44   -0.462779   0.0016418
        5996       -0.44   -0.462775  0.00164153
        5997       -0.52   -0.462785  0.00164128
        5998       -0.36   -0.462768   0.0016411
        5999       -0.28   -0.462737  0.00164111
        6000        -0.6    -0.46276  0.00164099
        6001        -0.2   -0.462716  0.00164131
        6002       -0.36   -0.462699  0.00164112
        6003       -0.44   -0.462695  0.00164085
        6004       -0.52   -0.462705  0.00164061
        6005       -0.36   -0.462688  0.00164042
        6006       -0.36   -0.462671  0.00164024
        6007       -0.44   -0.462667  0.00163997
        6008       -0.44   -0.462663   0.0016397
        6009       -0.44   -0.462659  0.00163943
        6010       -0.04   -0.462589  0.00164067
        6011        -0.6   -0.462612  0.00164055
        6012        -0.6   -0.462635  0.00164044
        6013       -0.68   -0.462671  0.00164057
        6014        -0.6   -0.462694  0.00164045
        6015        -0.6   -0.462717  0.00164034
        6016       -0.52   -0.462726  0.00164009
        6017       -0.52   -0.462736  0.00163985
        6018        -0.6   -0.462758  0.00163973
        6019       -0.36   -0.462741  0.00163955
        6020        -0.6   -0.462764  0.00163944
        6021       -0.28   -0.462734  0.00163945
        6022        -0.2    -0.46269  0.00163975
        6023       -0.12   -0.462633  0.00164047
        6024       -0.36   -0.462616  0.00164028
        6025       -0.36   -0.462599   0.0016401
        6026       -0.52   -0.462609  0.00163986
        6027        -0.6   -0.462631  0.00163974
        6028       -0.52   -0.462641   0.0016395
        6029       -0.44   -0.462637  0.00163923
        6030       -0.36    -0.46262  0.00163905
        6031        -0.6   -0.462643  0.00163893
        6032       -0.36   -0.462626  0.00163875
        6033        -0.2   -0.462582  0.00163906
        6034       -0.52   -0.462592  0.00163881
        6035       -0.44   -0.462588  0.00163854
        6036       -0.36   -0.462571  0.00163836
        6037       -0.36   -0.462554  0.00163818
        6038       -0.44   -0.462551  0.00163791
        6039       -0.68   -0.462587  0.00163804
        6040       -0.52   -0.462596  0.00163779
        6041       -0.44   -0.462592  0.00163753
        6042       -0.44   -0.462589  0.00163726
        6043       -0.36   -0.462572  0.00163708
        6044       -0.44   -0.462568  0.00163681
        6045       -0.52   -0.462577  0.00163657
        6046       -0.44   -0.462574   0.0016363
        6047       -0.52   -0.462583  0.00163606
        6048       -0.44   -0.462579  0.00163579
        6049       -0.52   -0.462589  0.00163555
        6050       -0.36   -0.462572  0.00163536
        6051        -0.6   -0.462595  0.00163525
        6052        -0.6   -0.462617  0.00163514
        6053       -0.44   -0.462614  0.00163487
        6054       -0.28   -0.462583  0.00163488
        6055       -0.52   -0.462593  0.00163464
        6056       -0.28   -0.462563  0.00163465
        6057        -0.6   -0.462585  0.00163454
        6058       -0.44   -0.462582  0.00163427
        6059       -0.28   -0.462552  0.00163428
        6060       -0.28   -0.462521  0.00163429
        6061        -0.2   -0.462478  0.00163459
        6062       -0.44   -0.462474  0.00163432
        6063       -0.52   -0.462484  0.00163408
        6064       -0.36   -0.462467   0.0016339
        6065       -0.44   -0.462463  0.00163364
        6066       -0.44    -0.46246  0.00163337
        6067       -0.52   -0.462469  0.00163313
        6068       -0.28   -0.462439  0.00163314
        6069        -0.2   -0.462396  0.00163344
        6070       -0.44   -0.462392  0.00163317
        6071       -0.44   -0.462388  0.00163291
        6072       -0.28   -0.462358  0.00163292
        6073       -0.12   -0.462302  0.00163362
        6074       -0.36   -0.462285  0.00163344
        6075       -0.44   -0.462281  0.00163317
        6076       -0.36   -0.462265  0.00163299
        6077       -0.52   -0.462274  0.00163275
        6078       -0.44    -0.46227  0.00163249
        6079       -0.28   -0.462241  0.00163249
        6080       -0.44   -0.462237  0.00163223
        6081       -0.36    -0.46222  0.00163205
        6082       -0.44   -0.462216  0.00163178
        6083       -0.44   -0.462213  0.00163152
        6084        -0.6   -0.462235  0.00163141
        6085       -0.36   -0.462219  0.00163123
        6086       -0.44   -0.462215  0.00163096
        6087        -0.6   -0.462238  0.00163085
        6088       -0.52   -0.462247  0.00163061
        6089        -0.2   -0.462204  0.00163091
        6090       -0.52   -0.462213  0.00163067
        6091       -0.28   -0.462184  0.00163068
        6092       -0.36   -0.462167   0.0016305
        6093       -0.44   -0.462163  0.00163023
        6094       -0.52   -0.462173  0.00162999
        6095       -0.52   -0.462182  0.00162975
        6096       -0.52   -0.462192  0.00162951
        6097       -0.44   -0.462188  0.00162925
        6098       -0.44   -0.462184  0.00162899
        6099       -0.52   -0.462194  0.00162875
        6100        -0.6   -0.462216  0.00162864
        6101        -0.2   -0.462173  0.00162894
        6102       -0.12   -0.462117  0.00162964
        6103       -0.36   -0.462101  0.00162945
        6104       -0.28   -0.462071  0.00162946
        6105       -0.36   -0.462054  0.00162928
        6106       -0.52   -0.462064  0.00162904
        6107       -0.68   -0.462099  0.00162916
        6108       -0.44   -0.462096   0.0016289
        6109       -0.28   -0.462066  0.00162891
        6110        -0.2   -0.462023  0.00162921
        6111       -0.36   -0.462006  0.00162902
        6112       -0.36    -0.46199  0.00162884
        6113       -0.44   -0.461986  0.00162858
        6114       -0.28   -0.461956  0.00162859
        6115       -0.44   -0.461953  0.00162832
        6116       -0.44   -0.461949  0.00162806
        6117       -0.44   -0.461945   0.0016278
        6118       -0.44   -0.461942  0.00162754
        6119        -0.6   -0.461964  0.00162743
        6120       -0.36   -0.461948  0.00162725
        6121       -0.28   -0.461918  0.00162725
        6122       -0.36   -0.461901  0.00162707
        6123       -0.52   -0.461911  0.00162683
        6124       -0.52    -0.46192   0.0016266
        6125       -0.68   -0.461956  0.00162672
        6126       -0.68   -0.461992  0.00162684
        6127       -0.68   -0.462027  0.00162697
        6128       -0.52   -0.462037  0.00162673
        6129        -0.2   -0.461994  0.00162703
        6130       -0.28   -0.461964  0.00162703
        6131       -0.44   -0.461961  0.00162677
        6132        -0.6   -0.461983  0.00162666
        6133       -0.52   -0.461992  0.00162642
        6134       -0.44   -0.461989  0.00162616
        6135       -0.52   -0.461998  0.00162592
        6136        -0.6   -0.462021  0.00162581
        6137       -0.52    -0.46203  0.00162558
        6138       -0.44   -0.462027  0.00162532
        6139        -0.6   -0.462049  0.00162521
        6140        -0.6   -0.462072   0.0016251
        6141       -0.68   -0.462107  0.00162522
        6142       -0.44   -0.462104  0.00162496
        6143       -0.36   -0.462087  0.00162478
        6144       -0.44   -0.462083  0.00162452
        6145        -0.6   -0.462106  0.00162441
        6146        -0.6   -0.462128   0.0016243
        6147       -0.52   -0.462138  0.00162406
        6148       -0.52   -0.462147  0.00162383
        6149       -0.44   -0.462143  0.00162357
        6150       -0.36   -0.462127  0.00162339
        6151       -0.68   -0.462162  0.00162351
        6152       -0.44   -0.462159  0.00162325
        6153       -0.44   -0.462155  0.00162299
        6154       -0.44   -0.462151  0.00162273
        6155       -0.52   -0.462161  0.00162249
        6156       -0.36   -0.462144  0.00162232
        6157       -0.52   -0.462154  0.00162208
        6158       -0.28   -0.462124  0.00162209
        6159       -0.44    -0.46212  0.00162183
        6160       -0.44   -0.462117  0.00162157
        6161        -0.6   -0.462139  0.00162146
        6162       -0.44   -0.462136   0.0016212
        6163       -0.44   -0.462132  0.00162094
        6164        -0.2    -0.46209  0.00162123
        6165        -0.6   -0.462112  0.00162113
        6166       -0.44   -0.462108  0.00162087
        6167       -0.52   -0.462118  0.00162063
        6168       -0.36   -0.462101  0.00162045
        6169       -0.52   -0.462111  0.00162022
        6170        -0.6   -0.462133  0.00162011
        6171       -0.68   -0.462168  0.00162023
        6172       -0.68   -0.462203  0.00162035
        6173       -0.44     -0.4622  0.00162009
        6174        -0.6   -0.462222  0.00161999
        6175       -0.68   -0.462257  0.00162011
        6176       -0.44   -0.462254  0.00161985
        6177       -0.28   -0.462224  0.00161986
        6178       -0.52   -0.462234  0.00161962
        6179       -0.36   -0.462217  0.00161944
        6180       -0.28   -0.462188  0.00161945
        6181       -0.44   -0.462184  0.00161919
        6182       -0.52   -0.462193  0.00161896
        6183        -0.6   -0.462216  0.00161885
        6184        -0.6   -0.462238  0.00161874
        6185       -0.52   -0.462247   0.0016185
        6186       -0.36   -0.462231  0.00161833
        6187       -0.44   -0.462227  0.00161807
        6188        -0.2   -0.462185  0.00161836
        6189       -0.36   -0.462168  0.00161819
        6190       -0.44   -0.462165  0.00161793
        6191        -0.6   -0.462187  0.00161782
        6192       -0.52   -0.462196  0.00161759
        6193       -0.28   -0.462167  0.00161759
        6194       -0.44   -0.462163  0.00161734
        6195        -0.6   -0.462186  0.00161723
        6196       -0.28   -0.462156  0.00161723
        6197       -0.36    -0.46214  0.00161706
        6198       -0.52   -0.462149  0.00161682
