#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         396   -0.279861   -0.206486  0.00453761
         397   -0.334832    -0.20681  0.00453768
         398   -0.306645    -0.20706  0.00453321
         399     -0.3062   -0.207309  0.00452865
         400   -0.325263   -0.207604  0.00452692
         401   -0.332806   -0.207916  0.00452638
         402   -0.322941   -0.208202  0.00452416
         403   -0.318315   -0.208475  0.00452118
         404   -0.311654   -0.208731  0.00451719
         405   -0.290023   -0.208931   0.0045105
         406   -0.288123   -0.209127   0.0045036
         407   -0.285915   -0.209315  0.00449649
         408   -0.292504   -0.209519  0.00449009
         409   -0.288049   -0.209711  0.00448321
         410   -0.288193   -0.209903  0.00447636
         411   -0.272871   -0.210056  0.00446809
         412   -0.259952   -0.210177  0.00445889
         413   -0.293861   -0.210379  0.00445269
         414   -0.292135   -0.210577  0.00444631
         415    -0.28691   -0.210761   0.0044394
         416   -0.281133    -0.21093  0.00443195
         417   -0.284447   -0.211106  0.00442483
         418   -0.269836   -0.211247  0.00441647
         419   -0.267105    -0.21138  0.00440795
         420   -0.286232   -0.211558  0.00440105
         421   -0.289274   -0.211743  0.00439447
         422   -0.298476   -0.211949  0.00438886
         423   -0.299813   -0.212156   0.0043834
         424   -0.311962   -0.212392  0.00437937
         425   -0.316056   -0.212636  0.00437586
         426   -0.318988   -0.212885   0.0043727
         427   -0.330519   -0.213161  0.00437113
         428   -0.331595   -0.213437  0.00436967
         429   -0.328665   -0.213706  0.00436773
         430   -0.313864   -0.213939  0.00436378
         431   -0.318406   -0.214181  0.00436038
         432    -0.29385   -0.214366  0.00435418
         433    -0.31858   -0.214606  0.00435077
         434   -0.305997   -0.214817  0.00434584
         435   -0.298544   -0.215009  0.00434011
         436   -0.304484   -0.215215  0.00433501
         437   -0.308311   -0.215428  0.00433032
         438   -0.294573   -0.215608   0.0043242
         439   -0.309934   -0.215823  0.00431968
         440   -0.317107   -0.216053    0.004316
         441   -0.314354   -0.216276  0.00431196
         442   -0.325023   -0.216522  0.00430922
         443   -0.329208   -0.216777  0.00430699
         444    -0.30759   -0.216981  0.00430215
         445    -0.30462   -0.217178  0.00429698
         446   -0.292446   -0.217347  0.00429066
         447   -0.290663   -0.217511   0.0042842
         448   -0.297211   -0.217689  0.00427833
         449   -0.309197   -0.217893  0.00427365
         450   -0.308599   -0.218094   0.0042689
         451   -0.309843   -0.218298  0.00426428
         452   -0.311543   -0.218504  0.00425984
         453   -0.310087   -0.218706  0.00425523
         454   -0.317012   -0.218923  0.00425136
         455   -0.316248   -0.219137  0.00424739
         456   -0.317279   -0.219352  0.00424353
         457    -0.31864   -0.219569   0.0042398
