Generazione,HalfLoss
1,6799.91
2,6388.4
3,6014.72
4,5710.42
5,5527.74
6,5422.95
7,5320.25
8,5226.34
9,5109.71
10,4965.76
11,4869.9
12,4805.46
13,4756.6
14,4685.42
15,4638.22
16,4609.03
17,4581.94
18,4528.82
19,4468.97
20,4378.08
21,4336.15
22,4320.13
23,4290.09
24,4233.06
25,4192.86
26,4155.63
27,4124.19
28,4097.1
29,4079.67
30,4057.17
31,4037.48
32,4011.69
33,3984.87
34,3964.47
35,3937.06
36,3904.54
37,3880.3
38,3864.91
39,3857.17
40,3844.62
41,3829.94
42,3807.45
43,3790.16
44,3778.26
45,3769.94
46,3757.54
47,3739.31
48,3714.03
49,3699.29
50,3690.48
51,3681.37
52,3675.22
53,3670.97
54,3665.49
55,3656.42
56,3644.37
57,3637.19
58,3632.42
59,3630.91
60,3629.68
61,3622.81
62,3611.71
63,3611.27
64,3601.48
65,3601.73
66,3588.95
67,3582.5
68,3577.48
69,3566.02
70,3555.01
71,3544.22
72,3540.99
73,3542.16
74,3545.29
75,3539.68
76,3530.51
77,3522.44
78,3515.43
79,3512.05
80,3505.35
81,3499.41
82,3488.94
83,3481.5
84,3479.12
85,3477.13
86,3476.57
87,3460.11
88,3444.39
89,3437.92
90,3436.9
91,3431.58
92,3428.48
93,3423.2
94,3418.58
95,3416.28
96,3413.76
97,3409.3
98,3407.23
99,3404.92
100,3403.1
101,3399.67
102,3395.84
103,3392.62
104,3390.19
105,3388.73
106,3386.61
107,3382.22
108,3372.2
109,3365.87
110,3363.08
111,3360.73
112,3358.98
113,3356.28
114,3354.15
115,3351.7
116,3349.82
117,3348.28
118,3347.36
119,3346.48
120,3345.31
121,3343.96
122,3342.7
123,3341.06
124,3339.7
125,3338.29
126,3334.64
127,3332.54
128,3331.15
129,3330.45
130,3329.57
131,3327.95
132,3326.34
133,3325.38
134,3324.93
135,3324.44
136,3324.65
137,3325.19
138,3326.74
139,3326.42
140,3324.68
141,3317.28
142,3313.08
143,3312.29
144,3311.81
145,3312.24
146,3315.22
147,3315.2
148,3313.03
149,3309.32
150,3307.31
151,3305.19
152,3300.58
153,3297.09
154,3295.02
155,3294.2
156,3293.58
157,3293.31
158,3293.24
159,3292.46
160,3289.98
161,3287.16
162,3285.29
163,3285.09
164,3284.89
165,3284.01
166,3282.39
167,3280.53
168,3278.62
169,3276.34
170,3275.74
171,3274.56
172,3273.76
173,3273.18
174,3272.67
175,3271.9
176,3271
177,3270.25
178,3269.7
179,3269.06
180,3268.57
181,3268.21
182,3268.01
183,3267.96
184,3267.96
185,3267.96
186,3267.82
187,3267.51
188,3267.27
189,3268.78
190,3269.94
191,3270.07
192,3265.9
193,3263.31
194,3263.19
195,3262.93
196,3266.85
197,3267.01
198,3265.4
199,3262.25
200,3259.44
201,3259.27
202,3259.27
203,3259.27
204,3259.18
205,3258.89
206,3258.44
207,3257.68
208,3257.09
209,3256.94
210,3256.81
211,3257.04
212,3256.16
213,3254.72
214,3254.12
215,3253.77
216,3253.46
217,3253.34
218,3253.34
219,3253.34
220,3253.33
221,3253.28
222,3253.23
223,3253.14
224,3253.93
225,3256.34
226,3256.81
227,3253.85
228,3252.23
229,3251.86
230,3251.79
231,3252.42
232,3255.67
233,3260.77
234,3258.35
235,3253.08
236,3250.8
237,3250.79
238,3250.79
239,3250.95
240,3251.27
241,3251.06
242,3250.97
243,3250.69
244,3250.67
245,3250.61
246,3250.49
247,3250.18
248,3249.94
249,3249.45
250,3248.61
251,3248.46
252,3248.28
253,3248.2
254,3248.12
255,3248.06
256,3248.03
257,3248.01
258,3248
259,3248.07
260,3248.41
261,3249
262,3247.83
263,3247.7
264,3247.68
265,3247.68
266,3247.68
267,3247.68
268,3247.68
269,3247.68
270,3247.68
271,3247.68
272,3248.46
273,3251.87
274,3256.11
275,3253.06
276,3248.63
277,3245.13
278,3244.44
279,3244.24
280,3244.15
281,3244.13
282,3244.12
283,3244.12
284,3244.08
285,3243.95
286,3243.83
287,3243.76
288,3243.67
289,3243.66
290,3243.66
291,3243.63
292,3243.55
293,3243.49
294,3243.46
295,3243.46
296,3243.46
297,3243.46
298,3243.46
299,3243.46
300,3243.46
301,3243.99
302,3249.71
303,3251.76
304,3251.22
305,3245.56
306,3244.59
307,3243.7
308,3243.44
309,3243.7
310,3244.84
311,3248.17
312,3245.53
