Generazione,BestLoss
522,3251.96
523,3251.96
524,3251.96
525,3251.96
526,3251.96
527,3251.96
528,3251.96
529,3251.96
530,3251.96
531,3251.96
532,3251.96
533,3251.96
534,3251.96
535,3251.96
536,3251.96
537,3251.96
538,3251.96
539,3251.96
540,3251.96
541,3251.96
542,3251.96
543,3251.96
544,3251.96
545,3251.96
546,3251.96
547,3251.96
548,3251.96
549,3251.96
550,3251.96
551,3251.96
552,3251.96
553,3251.96
554,3251.96
555,3251.96
556,3251.96
557,3251.96
558,3251.96
559,3251.96
560,3251.9
561,3251.9
562,3251.9
563,3251.9
564,3251.9
565,3251.9
566,3251.79
567,3251.79
568,3250.76
569,3250.76
570,3250.45
571,3250.24
572,3250.24
573,3250.24
574,3250.24
575,3250.1
576,3250.1
577,3250.1
578,3250.1
579,3250.1
580,3250.1
581,3250.1
582,3250.1
583,3250.1
584,3250.1
585,3250.1
586,3250.1
587,3250.1
588,3250.1
589,3250.1
590,3250.1
591,3250.1
592,3250.1
593,3250.1
594,3250.1
595,3250.1
596,3250.1
597,3250.1
598,3250.1
599,3250.1
600,3250.1
601,3250.1
602,3250.1
603,3250.1
604,3250.1
605,3250.1
606,3250.1
607,3250.1
608,3250.1
609,3250.1
610,3250.1
611,3250.1
612,3250.1
613,3250.1
614,3250.1
615,3250.1
616,3250.1
617,3250.1
618,3250.1
619,3250.1
620,3250.1
621,3250.1
622,3250.1
623,3250.1
624,3250.1
625,3250.1
626,3250.1
627,3250.07
628,3250.07
629,3250.04
630,3250.04
631,3250.04
632,3250.04
633,3250.04
634,3250.04
635,3250.04
636,3250.04
637,3250.04
638,3250.04
639,3250.04
640,3250.04
641,3250.04
642,3250.04
643,3250.04
644,3250.04
645,3250.04
646,3250.04
647,3250.04
648,3250.04
649,3250.04
650,3250.04
651,3250.04
652,3250.04
653,3250.04
654,3250.04
655,3250.04
656,3250.04
657,3250.04
658,3250.04
659,3250.04
660,3250.04
661,3250.04
662,3250.04
663,3250.04
664,3250.04
665,3250.04
666,3250.04
667,3250.04
668,3250.04
669,3250.04
670,3250.04
671,3250.04
672,3250.04
673,3250.04
674,3250.04
675,3250.04
676,3250.04
677,3250.04
678,3250.04
679,3250.04
680,3250.04
681,3250.04
682,3249.96
683,3249.96
684,3249.96
685,3249.96
686,3249.96
687,3249.96
688,3249.96
689,3249.96
690,3249.96
691,3249.96
692,3249.96
693,3249.96
694,3249.96
695,3249.96
696,3249.96
697,3249.65
698,3249.65
699,3249.65
700,3249
701,3249
702,3249
703,3249
704,3249
705,3249
706,3249
707,3249
708,3249
709,3249
710,3249
711,3249
712,3249
713,3249
714,3249
715,3249
716,3249
717,3249
718,3249
719,3249
720,3249
721,3248.54
722,3248.54
723,3248.54
724,3248.54
725,3248.54
726,3248.54
727,3248.54
728,3248.54
729,3248.25
730,3248.25
731,3248.25
732,3248.25
733,3248.25
734,3248.25
735,3247.97
736,3247.97
737,3247.97
738,3247.97
739,3247.93
740,3247.93
741,3247.93
742,3247.93
743,3247.93
744,3247.93
745,3247.93
746,3247.93
747,3247.93
748,3247.93
749,3247.93
750,3247.93
751,3247.93
752,3247.93
753,3247.93
754,3247.93
755,3247.93
756,3247.93
757,3247.93
758,3247.93
759,3247.93
760,3247.93
761,3247.93
762,3247.93
763,3247.93
764,3247.93
765,3247.93
766,3247.93
767,3247.93
768,3247.93
769,3247.93
770,3247.93
771,3247.93
772,3247.93
773,3247.93
774,3247.93
775,3247.93
776,3247.93
777,3247.93
778,3247.93
779,3247.93
780,3247.93
781,3247.93
782,3247.93
783,3247.93
784,3247.93
785,3247.93
786,3247.93
787,3247.93
788,3247.93
789,3247.93
790,3247.93
791,3247.93
792,3247.93
793,3247.93
794,3247.93
795,3247.93
796,3247.93
797,3247.93
798,3247.93
799,3247.93
800,3247.93
