Generazione,BestLoss
1,5901.76
2,5711.01
3,5329.65
4,5280.01
5,5141.2
6,5050.65
7,4944.65
8,4824.05
9,4755.88
10,4702.78
11,4624.44
12,4524.93
13,4463.38
14,4431.72
15,4401.99
16,4338.01
17,4299.13
18,4270.34
19,4254.95
20,4250.48
21,4199.63
22,4169.45
23,4144.68
24,4128.94
25,4086.79
26,4085.69
27,4072.69
28,4051.01
29,4025.13
30,3994.24
31,3981.23
32,3974.55
33,3969.33
34,3937.16
35,3931.95
36,3897.08
37,3870.49
38,3856.28
39,3845.62
40,3810
41,3796.51
42,3785.99
43,3771.42
44,3764.17
45,3755.43
46,3745.89
47,3731.4
48,3718.01
49,3699.48
50,3694.65
51,3688.73
52,3685.6
53,3682.38
54,3676.68
55,3668.07
56,3647
57,3639.39
58,3635.81
59,3626.59
60,3621.91
61,3619.27
62,3617.1
63,3613.38
64,3601.8
65,3589.47
66,3560.72
67,3543.44
68,3528.54
69,3526.94
70,3526.3
71,3523.22
72,3519.53
73,3517.61
74,3508.07
75,3502.62
76,3495.92
77,3490.91
78,3488.34
79,3474.94
80,3472.69
81,3470.99
82,3468.54
83,3459.9
84,3453.46
85,3442.98
86,3440.08
87,3427.56
88,3420.25
89,3416.06
90,3408.75
91,3405.82
92,3400.53
93,3398.16
94,3396.44
95,3392.89
96,3388.82
97,3386.73
98,3385.46
99,3381.77
100,3380.74
101,3375.01
102,3374.86
103,3374.86
104,3374.19
105,3371.17
106,3370.92
107,3369.05
108,3368.77
109,3367.54
110,3367.54
111,3363.77
112,3363.77
113,3360.17
114,3360.01
115,3357.39
116,3355.39
117,3354.96
118,3350.87
119,3347.9
120,3347.74
121,3346.17
122,3345.27
123,3342.17
124,3337.59
125,3337.59
126,3333.54
127,3331.43
128,3330.94
129,3330.05
130,3330.05
131,3330.05
132,3328.45
133,3322.21
134,3320.22
135,3319.43
136,3318.79
137,3318.55
138,3317.9
139,3317.11
140,3316.52
141,3316.28
142,3316.14
143,3315.31
144,3315.27
145,3314.49
146,3314.11
147,3312.24
148,3311.46
149,3311.18
150,3310.32
151,3309.97
152,3309.97
153,3309.97
154,3308.98
155,3307.89
156,3307.82
157,3307.82
158,3306.53
159,3305.38
160,3304.74
161,3304.61
162,3304.42
163,3301.9
164,3301.7
165,3300.67
166,3300.67
167,3297.92
168,3297.66
169,3296.09
170,3292.78
171,3292.78
172,3292.78
173,3292.78
174,3291.02
175,3291.02
176,3291.02
177,3291.02
178,3290.58
179,3286.98
180,3286.91
181,3285.41
182,3285.14
183,3284.11
184,3283.24
185,3282.97
186,3282.51
187,3282.21
188,3281.14
189,3280.84
190,3280.03
191,3279.76
192,3279.76
193,3278.99
194,3278.99
195,3278.99
196,3278.82
197,3278.46
198,3277.47
199,3276.33
200,3275.8
201,3275.8
202,3275.26
203,3275.26
204,3275.26
205,3275.08
206,3275.08
207,3274.63
