Radius
2.60186
3.09865
3.09865
2.44593
1.19411
0.700733
0.700733
0.780973
1.08655
1.38446
1.28293
1.28293
1.28293
1.28293
2.61162
1.45438
1.45438
1.4222
1.35767
2.21597
1.96912
3.09597
3.09597
3.09597
2.8559
2.8559
3.44691
3.67679
3.65046
3.65046
2.63842
2.63842
2.19454
1.95104
2.37611
2.37611
1.39556
1.51693
1.51693
0.145195
0.145195
0.145195
0.145195
0.145195
0.145195
0.145195
0.145195
0.145195
0.145195
0.145195
0.492274
1.58339
1.58339
1.64522
2.56552
2.60829
2.60829
3.28306
3.28306
3.19897
3.19897
3.19897
2.64894
3.01386
3.01386
3.28851
3.28851
3.21256
3.21256
3.21256
3.21256
2.43897
2.35371
1.75066
1.75066
1.75066
1.75066
2.0865
2.0865
1.01811
0.526571
0.526571
0.526571
0.526571
0.526571
0.894669
0.894669
0.894669
0.894669
0.862224
0.862224
0.590584
0.590584
1.19257
1.19257
1.19257
1.40097
1.30061
1.30061
1.30061
2.05235
2.05235
2.1863
2.22983
1.82826
1.82826
2.49513
2.49513
2.43317
1.75757
0.895822
0.895822
0.895822
0.895822
1.16016
1.16016
1.16016
0.800342
1.42823
1.52659
0.71336
0.71336
0.711194
0.711194
0.711194
0.216391
0.216391
0.216391
0.216391
0.216391
0.216391
0.216391
0.52431
0.52431
0.52431
0.52431
0.52431
1.63721
2.28262
2.42575
2.42575
1.37268
1.03994
1.03994
0.95091
1.67132
1.67132
1.7362
1.7503
1.00122
0.712794
1.05266
1.05266
1.05266
1.05266
1.05266
0.912667
0.611265
0.611265
0.618233
0.618233
0.618233
0.618233
0.618233
0.618233
0.618233
0.618233
0.618233
1.94717
2.04092
2.04092
3.15302
2.69531
2.69531
2.07202
2.26702
2.14466
1.70492
1.70492
1.70492
2.19587
2.19587
1.34668
1.34668
1.34668
1.14649
1.52869
1.52869
1.22154
1.22154
1.86571
1.50125
1.50125
1.89923
1.89923
1.89923
1.89923
1.6833
1.1603
0.663078
0.489557
0.489557
0.489557
0.489557
1.0904
0.728614
0.728614
0.728614
0.728614
0.728614
1.33044
1.33044
1.64386
1.64386
1.64386
1.64386
1.96792
2.17421
2.17421
2.17421
2.17421
1.2515
0.930379
0.930379
1.01996
0.786192
0.786192
0.786192
0.786192
0.786192
0.786192
0.786192
0.786192
0.760528
0.557893
0.579678
0.579678
0.579678
0.991278
0.570386
0.570386
1.08425
0.893111
0.893111
1.78329
2.0151
1.91623
1.38985
1.38985
1.38985
1.38985
1.34655
1.33807
1.33807
1.51666
1.329
1.5226
1.5226
1.80652
1.35536
1.35536
2.2701
2.27137
2.27137
2.65598
2.65598
2.39368
2.17221
1.06283
1.32561
1.69367
2.08214
2.08214
2.02934
0.961217
0.961217
0.961217
0.961217
0.915309
0.915309
0.915309
1.19164
0.938683
0.905636
0.905636
0.905636
0.905636
1.65676
