#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         629     1.11421     1.25392   0.0118258
         630     1.11302     1.25369   0.0118092
         631     1.11183     1.25347   0.0117926
         632     1.11063     1.25324   0.0117761
         633     1.10943     1.25301   0.0117597
         634     1.10823     1.25278   0.0117433
         635     1.10703     1.25256   0.0117271
         636     1.10583     1.25232   0.0117109
         637     1.10463     1.25209   0.0116948
         638     1.10343     1.25186   0.0116788
         639     1.10223     1.25163   0.0116629
         640     1.10103     1.25139   0.0116471
         641     1.09983     1.25115   0.0116313
         642     1.09863     1.25092   0.0116156
         643     1.09743     1.25068      0.0116
         644     1.09622     1.25044   0.0115844
         645     1.09502      1.2502    0.011569
         646     1.09382     1.24995   0.0115536
         647     1.09261     1.24971   0.0115383
         648      1.0914     1.24947   0.0115231
         649      1.0902     1.24922    0.011508
         650     1.08898     1.24898   0.0114929
         651     1.08777     1.24873   0.0114779
         652     1.08655     1.24848    0.011463
         653     1.08533     1.24823   0.0114482
         654     1.08411     1.24798   0.0114334
         655     1.08288     1.24773   0.0114187
         656     1.08166     1.24747   0.0114041
         657     1.08042     1.24722   0.0113896
         658     1.07919     1.24696   0.0113752
         659     1.07795     1.24671   0.0113608
         660      1.0767     1.24645   0.0113465
         661     1.07546     1.24619   0.0113323
         662     1.07421     1.24593   0.0113181
         663     1.07296     1.24567   0.0113041
         664      1.0717     1.24541   0.0112901
         665     1.07044     1.24514   0.0112762
         666     1.06918     1.24488   0.0112623
         667     1.06792     1.24462   0.0112486
         668     1.06666     1.24435   0.0112349
         669      1.0654     1.24408   0.0112213
         670     1.06414     1.24381   0.0112077
         671     1.06289     1.24354   0.0111943
         672     1.06163     1.24327   0.0111809
         673     1.06039       1.243   0.0111676
         674     1.05914     1.24273   0.0111543
         675     1.05791     1.24245   0.0111412
         676     1.05668     1.24218   0.0111281
         677     1.05546      1.2419   0.0111151
         678     1.05426     1.24163   0.0111021
         679     1.05307     1.24135   0.0110892
         680     1.05189     1.24107   0.0110764
         681     1.05074     1.24079   0.0110637
         682      1.0496     1.24051    0.011051
         683     1.04848     1.24023   0.0110384
         684     1.04738     1.23995   0.0110259
         685     1.04631     1.23966   0.0110134
         686     1.04526     1.23938    0.011001
         687     1.04424      1.2391   0.0109887
         688     1.04325     1.23881   0.0109764
         689     1.04228     1.23853   0.0109641
         690     1.04136     1.23824    0.010952
         691     1.04046     1.23796   0.0109399
         692      1.0396     1.23767   0.0109278
         693     1.03878     1.23738   0.0109158
         694       1.038     1.23709   0.0109039
         695     1.03726     1.23681    0.010892
         696     1.03656     1.23652   0.0108801
         697     1.03591     1.23623   0.0108683
         698      1.0353     1.23594   0.0108566
         699     1.03473     1.23566   0.0108448
         700     1.03422     1.23537   0.0108332
         701     1.03375     1.23508   0.0108215
         702     1.03333     1.23479   0.0108099
         703     1.03296     1.23451   0.0107984
         704     1.03264     1.23422   0.0107868
         705     1.03237     1.23393   0.0107753
         706     1.03215     1.23365   0.0107639
         707     1.03198     1.23336   0.0107524
         708     1.03186     1.23308    0.010741
         709      1.0318     1.23279   0.0107296
         710     1.03179     1.23251   0.0107182
         711     1.03183     1.23223   0.0107068
         712     1.03192     1.23195   0.0106955
         713     1.03207     1.23167   0.0106842
         714     1.03226     1.23139   0.0106729
         715     1.03251     1.23111   0.0106616
         716     1.03281     1.23083   0.0106503
         717     1.03316     1.23056    0.010639
         718     1.03355     1.23028   0.0106277
         719       1.034     1.23001   0.0106164
         720     1.03449     1.22974   0.0106052
         721     1.03503     1.22947   0.0105939
         722     1.03562      1.2292   0.0105826
         723     1.03625     1.22893   0.0105713
         724     1.03692     1.22867   0.0105601
         725     1.03764      1.2284   0.0105488
         726     1.03839     1.22814   0.0105375
         727     1.03919     1.22788   0.0105262
         728     1.04002     1.22762   0.0105149
         729     1.04089     1.22737   0.0105036
         730      1.0418     1.22711   0.0104923
